a,b,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
소원 로또복권,부산 부산진구 중앙대로691번가길 21 1층 일부 북측(부전동),부산 부산진구 중앙대로691번가길 21 1층 일부 북측(부전동),129.0555034,35.1551953,정좌표,2.62301E+18,새주소,부산광역시 부산진구 중앙대로691번가길 21,부산광역시 부산진구 부전동 515-6,47287,2623052000,부전2동,2623010300,부전동
중흥마트,광주 북구 문산로 30 중흥2차 아파트상가 1층,광주 북구 문산로 30 중흥2차 아파트상가 1층,126.9232669,35.1838348,정좌표,2.91701E+18,새주소,광주광역시 북구 문산로 30,광주광역시 북구 문흥동 1011-1,61134,2917065700,문흥2동,2917011200,문흥동
열매로또복권,대전 유성구 은구비서로 31-1 102호 지족동,대전 유성구 은구비서로 31-1 102호 지족동,127.3204775,36.3750401,정좌표,3.02001E+18,새주소,대전광역시 유성구 은구비서로 31-1,대전광역시 유성구 지족동 912-14,34086,3020054600,노은1동,3020012000,지족동
복권닷컴,경기 성남시 수정구 수정남로 64-1,경기 성남시 수정구 수정남로 64-1,127.1349371,37.4409233,정좌표,4.11311E+18,새주소,경기도 성남시 수정구 수정남로 64-1,경기도 성남시 수정구 수진동 485,13328,4113157000,수진1동,4113110300,수진동
아름드림 복권방,경기 수원시 팔달구 덕영대로 693,경기 수원시 팔달구 덕영대로 693,126.9902006,37.2849179,정좌표,4.11151E+18,새주소,경기도 수원시 팔달구 덕영대로 693,경기도 수원시 팔달구 화서동 644-1,16435,4111569000,화서2동,4111513800,화서동
로또복권판매,경북 상주시 삼백로 159,경북 상주시 삼백로 159,128.1611909,36.4189794,정좌표,4.72501E+18,새주소,경상북도 상주시 삼백로 159,경상북도 상주시 서성동 28-3,37179,4725055000,동문동,4725010600,서성동
홈런 복권판매점,경남 사천시 벌리2길 42,경남 사천시 벌리2길 42,128.0826961,34.9396202,정좌표,4.82401E+18,새주소,경상남도 사천시 벌리2길 42,경상남도 사천시 벌리동 220-7,52559,4824055000,벌용동,4824010800,벌리동
영재복권,경남 창원시 마산회원구 삼계숲길 27 1층,경남 창원시 마산회원구 삼계숲길 27 1층,128.4994652,35.2307961,정좌표,4.81273E+18,새주소,경상남도 창원시 마산회원구 내서읍 삼계숲길 27,경상남도 창원시 마산회원구 내서읍 삼계리 558,51223,4812725000,내서읍,4812725028,내서읍 삼계리
우진슈퍼,경남 창원시 성산구 창원대로 726 내동상가4호,경남 창원시 성산구 창원대로 726 내동상가4호,128.6703388,35.2170623,정좌표,4.81231E+18,새주소,경상남도 창원시 성산구 창원대로 726,경상남도 창원시 성산구 내동 456-17,51527,4812352000,중앙동,4812311100,내동
행운으뜸,서울 관악구 신림로17길 45 1층,서울 관악구 신림로17길 45 1층,126.9364668,37.4686873,정좌표,1.16201E+18,새주소,서울특별시 관악구 신림로17길 45,서울특별시 관악구 신림동 1537-14,8813,1162073500,대학동,1162010200,신림동
아현역3번출구앞가판점,서울 마포구 마포대로 249 아현역3번출구앞,서울 마포구 마포대로 249 아현역3번출구앞,126.9580183,37.5570284,정좌표,1.14401E+18,새주소,서울특별시 마포구 마포대로 249,서울특별시 마포구 아현동 267-1,4117,1144055500,아현동,1144010100,아현동
노다지로또,서울 중랑구 겸재로 217,서울 중랑구 겸재로 217,127.0917895,37.5894715,정좌표,1.12601E+18,새주소,서울특별시 중랑구 겸재로 217,서울특별시 중랑구 면목동 74-35,2162,1126056500,면목본동,1126010100,면목동
행운미니슈퍼,인천 부평구 수변로 64 1층 102호,인천 부평구 수변로 64 1층 102호,126.7408655,37.4921288,정좌표,2.82371E+18,새주소,인천광역시 부평구 수변로 64,인천광역시 부평구 부개동 191-21,21402,2823766000,부개2동,2823710700,부개동
금성복권판매점,광주 북구 독립로 416 1층,광주 북구 독립로 416 1층,126.9171844,35.1672762,정좌표,2.91701E+18,새주소,광주광역시 북구 독립로 416,광주광역시 북구 우산동 518-92,61215,2917062000,우산동,2917011000,우산동
종합복권슈퍼,경기 시흥시 마유로 336 정일빌딩104,경기 시흥시 마유로 336 정일빌딩104,126.7356171,37.3457442,정좌표,4.13901E+18,새주소,경기도 시흥시 마유로 336,경기도 시흥시 정왕동 1735-2,15066,4139059100,정왕1동,4139013200,정왕동
행운을주는로또판매점,경기 안산시 단원구 초지로 90 태영프라자111호,경기 안산시 단원구 초지로 90 태영프라자111호,126.8150973,37.3067132,정좌표,4.12731E+18,새주소,경기도 안산시 단원구 초지로 90,경기도 안산시 단원구 초지동 735-4,15448,4127357000,초지동,4127310700,초지동
스마일복권방,경북 김천시 영남대로 2087 101호,경북 김천시 영남대로 2087 101호,128.1565133,36.1151491,정좌표,4.71501E+18,새주소,경상북도 김천시 영남대로 2087,경상북도 김천시 덕곡동 698,39646,4715061000,지좌동,4715011600,덕곡동
현대마트,서울 강남구 일원로 45 101호,서울 강남구 일원로 45 101호,127.0815187,37.4899073,정좌표,1.16801E+18,새주소,서울특별시 강남구 일원로 45,서울특별시 강남구 일원동 684-5,6343,1168073000,일원1동,1168011400,일원동
하임마트,서울 중구 퇴계로 439-4 1층,서울 중구 퇴계로 439-4 1층,127.0207966,37.5659184,정좌표,1.11402E+18,새주소,서울특별시 중구 퇴계로 439-4,서울특별시 중구 황학동 706-2,4576,1114067000,황학동,1114016500,황학동
복권왕국,인천 계양구 계산천동로 3,인천 계양구 계산천동로 3,126.7232478,37.5392525,정좌표,2.82451E+18,새주소,인천광역시 계양구 계산천동로 3,인천광역시 계양구 계산동 956-30,21053,2824561100,계산1동,2824510200,계산동
복권방 동춘점,인천 연수구 봉재산로 20 상가동 107호,인천 연수구 봉재산로 20 상가동 107호,126.6650829,37.409898,정좌표,2.81851E+18,새주소,인천광역시 연수구 봉재산로 20,인천광역시 연수구 동춘동 1131-1,21970,2818578000,동춘1동,2818510500,동춘동
대주마트,광주 서구 상무공원로 92 대주아파트상가102호,광주 서구 상무공원로 92 대주아파트상가102호,126.8431802,35.1523684,정좌표,2.91401E+18,새주소,광주광역시 서구 상무공원로 92,광주광역시 서구 치평동 1168-11,61952,2914074500,치평동,2914012000,치평동
고양월드식품복권,경기 고양시 덕양구 혜음로 8 삼라마이다스프라자 제1층 제115호,경기 고양시 덕양구 혜음로 8 삼라마이다스프라자 제1층 제115호,126.9018002,37.7010967,정좌표,4.12811E+18,새주소,경기도 고양시 덕양구 혜음로 8,경기도 고양시 덕양구 고양동 243,10275,4128159000,고양동,4128111600,고양동
오포우림로또,경기 광주시 오포로 899 1층 109호,경기 광주시 오포로 899 1층 109호,127.2322884,37.3705188,정좌표,4.16101E+18,새주소,경기도 광주시 오포로 899,경기도 광주시 고산동 182-4,12790,4161058000,오포1동,4161011400,고산동
한방복권방,경남 양산시 북안남4길 26 105호,경남 양산시 북안남4길 26 105호,129.0360613,35.3456977,정좌표,4.83301E+18,새주소,경상남도 양산시 북안남4길 26,경상남도 양산시 북부동 484-11,50619,4833051000,중앙동,4833010400,북부동
만물할인슈퍼,경남 창원시 성산구 대정로 145 개나리1차상가107호,경남 창원시 성산구 대정로 145 개나리1차상가107호,128.7082813,35.2123933,정좌표,4.81231E+18,새주소,경상남도 창원시 성산구 대정로 145,경상남도 창원시 성산구 대방동 357,51463,4812354000,사파동,4812310500,대방동
일등,서울 강동구 양재대로 1500 101호,서울 강동구 양재대로 1500 101호,127.141008,37.5394623,정좌표,1.17401E+18,새주소,서울특별시 강동구 양재대로 1500,서울특별시 강동구 길동 366-1,5343,1174068500,길동,1174010500,길동
잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판,127.1010731,37.514197,정좌표,1.17101E+18,새주소,서울특별시 송파구 올림픽로 269,서울특별시 송파구 신천동 7-18,5510,1171071000,잠실6동,1171010200,신천동
로또킹,서울 영등포구 영중로 2 1층(영등포동3가),서울 영등포구 영중로 2 1층(영등포동3가),126.9067475,37.516739,정좌표,1.15601E+18,새주소,서울특별시 영등포구 영중로 2,서울특별시 영등포구 영등포동3가 10-13,7304,1156053500,영등포동,1156010400,영등포동3가
동인천황금로또,인천 중구 참외전로 110 1층,인천 중구 참외전로 110 1층,126.6305811,37.4765216,정좌표,2.81101E+18,새주소,인천광역시 중구 참외전로 110,인천광역시 중구 인현동 2-14,22316,2811058500,동인천동,2811013600,인현동
지에스25 안성칠곡,경기 안성시 만세로 1182 지에스25 안성칠곡,경기 안성시 만세로 1182 지에스25 안성칠곡,127.1501235,37.0435778,정좌표,4.15504E+18,새주소,경기도 안성시 원곡면 만세로 1182,경기도 안성시 원곡면 칠곡리 564-2,17555,4155038000,원곡면,4155038022,원곡면 칠곡리
종합복권방,전남 해남군 해남로 34,전남 해남군 해남로 34,126.6108581,34.5708105,정좌표,4.68203E+18,새주소,전라남도 해남군 해남읍 해남로 34,전라남도 해남군 해남읍 해리 189-2,59038,4682025000,해남읍,4682025021,해남읍 해리
이마트24시 R신대부적점,경북 경산시 대학로 386 1층,경북 경산시 대학로 386 1층,128.7449572,35.8342646,도로중심좌표,47290,새주소,경상북도 경산시 대학로 386,경상북도 경산시,NULL,,,,
복권방 담배,서울 도봉구 도당로 91,서울 도봉구 도당로 91,127.0369427,37.6656874,정좌표,1.13201E+18,새주소,서울특별시 도봉구 도당로 91,서울특별시 도봉구 방학동 661-26,1355,1132070000,방학2동,1132010600,방학동
가로가판대제57호(구),서울 중구 세종대로14길 6-2,서울 중구 세종대로14길 6-2,126.9770767,37.5629166,정좌표,1.11401E+18,새주소,서울특별시 중구 세종대로14길 6-2,서울특별시 중구 태평로2가 69-1,4526,1114052000,소공동,1114011400,태평로2가
복권판매점 명지국제신도시점,부산 강서구 명지국제2로 80 비주거시설동1층 54호,부산 강서구 명지국제2로 80 비주거시설동1층 54호,128.9093829,35.0986091,정좌표,2.64401E+18,새주소,부산광역시 강서구 명지국제2로 80,부산광역시 강서구 명지동 3599-1,46726,2644053500,명지1동,2644010400,명지동
신포시장매표소,인천 중구 우현로 41-1,인천 중구 우현로 41-1,126.6279988,37.4712116,정좌표,2.81101E+18,새주소,인천광역시 중구 우현로 41-1,인천광역시 중구 신포동 15-3,22322,2811053000,신포동,2811012400,신포동
복천로또,경기 용인시 기흥구 죽전로 29 109호 (보정동 포레스트프라자),경기 용인시 기흥구 죽전로 29 109호 (보정동 포레스트프라자),127.1120812,37.3207489,정좌표,4.14631E+18,새주소,경기도 용인시 기흥구 죽전로 29,경기도 용인시 기흥구 보정동 1207-1,16898,4146359000,보정동,4146311800,보정동
학동복권나라,전남 여수시 흥국로 6,전남 여수시 흥국로 6,127.6634666,34.763565,정좌표,4.61301E+18,새주소,전라남도 여수시 흥국로 6,전라남도 여수시 학동 69-2,59676,4613078000,쌍봉동,4613012800,학동
우리샵,서울 서초구 서초대로77길 3,서울 서초구 서초대로77길 3,127.0265011,37.4980628,정좌표,1.16501E+18,새주소,서울특별시 서초구 서초대로77길 3,서울특별시 서초구 서초동 1317-20,6615,1165053100,서초4동,1165010800,서초동
세원로또복권방,부산 수영구 수영로725번길 53 101호,부산 수영구 수영로725번길 53 101호,129.1161681,35.1683256,정좌표,2.65001E+18,새주소,부산광역시 수영구 수영로725번길 53,부산광역시 수영구 수영동 445-3,48228,2650073000,수영동,2650010200,수영동
GS로또(남대구IC점),대구 달서구 성서공단로 346 1층 GS편의점,대구 달서구 성서공단로 346 1층 GS편의점,128.520345,35.8363482,정좌표,2.72901E+18,새주소,대구광역시 달서구 성서공단로 346,대구광역시 달서구 월성동 890,42722,2729060200,월성2동,2729012000,월성동
새희망로또,울산 중구 백양로 47,울산 중구 백양로 47,129.3116925,35.5744699,정좌표,3.11101E+18,새주소,울산광역시 중구 백양로 47,울산광역시 중구 성안동 823-3,44422,3111065000,성안동,3111010900,성안동
명당골복권방,경기 수원시 권선구 동수원로242번길 15 104호,경기 수원시 권선구 동수원로242번길 15 104호,127.0354815,37.2510994,정좌표,4.11131E+18,새주소,경기도 수원시 권선구 동수원로242번길 15,경기도 수원시 권선구 권선동 1295-3,16553,4111369000,곡선동,4111313700,권선동
인생복권,경기 시흥시 희망공원로 269 1층 X8 YA호,경기 시흥시 희망공원로 269 1층 X8 YA호,126.7251517,37.3452714,정좌표,4.13901E+18,새주소,경기도 시흥시 희망공원로 269,경기도 시흥시 정왕동 2166-4,15081,4139059200,정왕2동,4139013200,정왕동
홈플러스선부점로또판매,경기 안산시 단원구 삼일로 316,경기 안산시 단원구 삼일로 316,126.8126183,37.3337922,정좌표,4.12731E+18,새주소,경기도 안산시 단원구 삼일로 316,경기도 안산시 단원구 선부동 1077-1,15368,4127358000,선부1동,4127310900,선부동
동행복권평택신창점,경기 평택시 서정로 97 1층,경기 평택시 서정로 97 1층,127.047032,37.0720088,정좌표,4.12201E+18,새주소,경기도 평택시 서정로 97,경기도 평택시 서정동 586-1,17769,4122052000,서정동,4122010100,서정동
현대장미슈퍼,전북 익산시 동서로61길 41 어양동 현대A 상가동 108호,전북 익산시 동서로61길 41 어양동 현대A 상가동 108호,126.9804939,35.9551213,(무료버전 위치정밀도 제한)정좌표,52140,새주소,전북특별자치도 익산시 동서로61길 41,전북특별자치도 익산시,NULL,,,,
아리랑복권방,전북 전주시 완산구 거마평로 192,전북 전주시 완산구 거마평로 192,127.1155913,35.8094347,정좌표,5.21111E+18,새주소,전북특별자치도 전주시 완산구 거마평로 192,전북특별자치도 전주시 완산구 효자동1가 622-8,55055,5211171200,효자2동,5211114000,효자동1가
씨유거제사등새아침점,경남 거제시 거제대로 5501 주2동 103호104호,경남 거제시 거제대로 5501 주2동 103호104호,128.6944325,34.875779,도로중심좌표,48310,새주소,경상남도 거제시 거제대로 5501,경상남도 거제시,NULL,,,,
가판점,서울 강동구 천호대로 1073 앞 가판점,서울 강동구 천호대로 1073 앞 가판점,127.1313778,37.5365896,정좌표,1.17401E+18,새주소,서울특별시 강동구 천호대로 1073,서울특별시 강동구 천호동 449-49,5340,1174062000,천호3동,1174010900,천호동
제일식품,서울 서대문구 증가로 143,서울 서대문구 증가로 143,126.9216871,37.5774619,정좌표,1.14101E+18,새주소,서울특별시 서대문구 증가로 143,서울특별시 서대문구 남가좌동 350-6,3692,1141070000,남가좌2동,1141012000,남가좌동
